,1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Page_Link,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
25,,25x18,,10x11,,12x10,,,,9305 Highlawn St,,,1.29,2.54,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,530142(m²)  /Appraisal District",Attached & Detached,Houston,,,,Central Electric,,Harris County,77022,,11x8,,,,,Wood,,,"Cash Sale, Conventional",,Tile,,Slab,,,,,2 / Detached,No,Central Gas,,,,,,453F,15x10,LT 27 BLK 2 FULTON PLACE,Exclusive Right to Sell/Lease,145000,For Sale,15X11,,Subdivision Lot,"7,080 Sqft.658(m²)  /Appraisal District",14060867 (HAR),,No/$0,Northwest Houston,,,,,"$79,674",$0.00,"7,080",,"1,326",1950,,,,,$65 - $101 K,,No/$0,,http://www.har.com/9305-highlawn-st/sale_14060867,,,,,0.0,No,,Single Family,,Gas Range,Composition,,60,TX,,1,,Traditional,Fulton Place View subdivision price trend,FULTON PLACE,2.52856,"$2,485/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1950   / Appraisal District,77022,5933372ee2bac83b34e52bfb,,,
26,,,,,,,,,,4320 Allen,,,1.53,2.67,,,,,,,,,,1 Full  Bath(s),,1 - 2 Bedroom(s),,51047(m²)  /Appraisal District,,Houston,,Electric Dryer Connections,,No Cooling/Vent,,Harris County,77007,,,,,,,Wood,,,"Cash Sale, Conventional",,,,Block & Beam,,,,,,No,No Heating,,,,,,,,TR 15A BLK 3 LEAGUE J C,Exclusive Right to Sell/Lease,145000,For Sale,,,Subdivision Lot,"2,392 Sqft.222(m²)  /Appraisal District",78935612 (HAR),,No/$0,Rice Military/Washington Corridor,,,,,"$149,627",$0.00,"4,150",,"1,121",1920,,,,,$84 - $246 K,,No/$0,,http://www.har.com/4320-allen/sale_78935612,,,,,0.0333,No,,Single Family,,Electric Cooktop,Composition,,18,TX,,1,,Traditional,League J C View subdivision price trend,LEAGUE J C,2.5352,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water, No Sewer",1920   / Appraisal District,77007,5933372ee2bac83b34e52bfc,,,
27,,12X10,,11X10,,11X10,12X10,,,3510 Lyons Ave,,No,1.47,2.95,,,,,,,,,,1 Full  Bath(s),,4 Bedroom(s),,"1,03696(m²)  /Appraisal District",,Houston,No,Washer Connections,,Other Cooling,wood,Harris County,77020,,9X5,Yes,No,"Attic Fan, Attic Vents, Ceiling Fans",Fully Fenced,Wood,,,"Cash Sale, Conventional, Investor, Other",,"Laminate, Tile",,Other,,,,,,No,Other Heating,,,,,Fire/Smoke Alarm,494F,9X5,TR 2C BLK 2 FARMER-TEAL,Exclusive Right to Sell/Lease,149000,For Sale,,,Cleared,"2,100 Sqft.195(m²)  /Appraisal District",16961348 (HAR),,No/$0,Denver Harbor,,,,,"$36,713",$0.00,"5,175",,"1,020",1928,Yes,,,,$20 - $52 K,,No/$0,Electric Oven,http://www.har.com/3510-lyons-ave/sale_16961348,,,,,0.0,No,,Single Family,,"Electric Range, Electric Cooktop",Composition,Breakfast Room,40,TX,,1,,Traditional,Farmer-Teal View subdivision price trend,FARMER-TEAL,2.52856,$553/2016,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1928   / Appraisal District,77020,5933372ee2bac83b34e52bfd,,,
28,,12X12,,12X12,,,,,,6709 Force St,,,1.27,2.62,,,,,,,,,,1 Full  Bath(s),,1 Bedroom(s),,"1,201112(m²)  /Appraisal District",,Houston,No,,,Other Cooling,,Harris County,77020,,,,,,,Wood,,,"Cash Sale, Conventional, FHA, Owner Financing",,,,Block & Beam,,,,,,No,No Heating,,,,,,494D,,LTS 27 & 28 BLK 9,Exclusive Right to Sell/Lease,149500,For Sale,,,Cleared,"5,000 Sqft.465(m²)  /Appraisal District",6830107 (HAR),,No/$0,Denver Harbor,,,,,"$53,767",,"5,000",$42.19,"1,080",1948,No,,,,$37 - $85 K,,No/$0,,http://www.har.com/6709-force-st/sale_6830107,,,,,0.0,No,,Single Family,,,Composition,,600,TX,,1,,Traditional,HARBOR HOMESITE View subdivision price trend,HARBOR HOMESITE,,,,,,,,,,,,,,,,,,,,Public Sewer,1955   / Appraisal,77020,5933372ee2bac83b34e52bfe,,,
29,,14x18,,,,,,,Automatic Driveway Gate,1860 White Oak Dr #240,"Stacked, Washer Included, Dryer Included, Refrigerator",Yes,1.53,1.91,,,,,,,,,,1 Full  Bath(s),,1 Bedroom(s),,68063(m²)  /Appraisal District,Detached Carport,Houston,No,,,Central Electric,,Harris County,77009,,8x8,Yes,Yes,,"Balcony, Controlled Access",Cement Board,,,"Cash Sale, Conventional, FHA, Owner Financing, VA",1 / Wood Burning Fireplace,Laminate,,Slab,,,,,,,Central Electric,,,,,"High Ceiling, Fire/Smoke Alarm",493B,9x7,TH 240 BLDG O .003591 INT COMMON LAND & ELE WHITE OAK CONDO,Exclusive Right to Sell/Lease,149900,For Sale,17x12,,,,78994448 (HAR),"Cable TV, Exterior Building, Limited Access Gates, Grounds, Insurance, Water and Sewer, Insurance Common Area",$ 240 / MONTHLY,Heights/Greater Heights,,,Master With Tub,,"$147,984",,"139,480",$196.26,812,1981,,,,,$121 - $181 K,,No/$0,Electric Oven,http://www.har.com/1860-white-oak-dr-240/sale_78994448,Assigned Parking,,,,0.0,No,,Townhouse / Condo,,Electric Cooktop,Composition,"1 Living Area, Kitchen/Dining Combo",0,TX,,1,,Traditional,White Oak View subdivision price trend,WHITE OAK CONDO,2.52856,"$3,140/2016",240,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1981   / Appraisal District,77009,5933372ee2bac83b34e52bff,,,
30,,14X12,,12X10,,14X12,,,,7303 Texarkana,,,1.39,2.65,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,292120(m²)  /Appraisal District",,Houston,No,Washer Connections,,Central Electric,,Harris County,77020,,,,,Ceiling Fans,,Wood,,,"Cash Sale, Conventional, Owner Financing",,,,Block & Beam,,,,,,No,Central Electric,,,,,,495A,,LTS 21&22 BLK 18,Exclusive Right to Sell/Lease,149900,For Sale,,,Cleared,"5,000 Sqft.465(m²)  /Appraisal District",29103083 (HAR),,No/$0,Denver Harbor,,,,,"$48,119",,"5,000",$43.65,"1,080",1948,No,,,,$28 - $80 K,,No/$0,,http://www.har.com/7303-texarkana/sale_29103083,,,,,0.0,No,,Single Family,,Gas Range,Composition,,"1,065",TX,,1,,Traditional,HOUSTON HARBOR View subdivision price trend,HOUSTON HARBOR,,,,,,,,,,,,,,,,,,,,Public Water,1950   / Appraisal District,77020,5933372ee2bac83b34e52c00,,,
31,,14x11,,13x10,,,,,,2737 Houston Ave #27,"Electric Dryer Connection, Stacked, Washer Included, Dryer Included, Refrigerator, Washer Connections",No,2.85,2.46,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,70065(m²)  /Appraisal District,Detached Carport,Houston,No,,,Central Electric,,Harris County,77009,,,Yes,Yes,Ceiling Fans,,Brick & Wood,,,"Cash Sale, Conventional",,"Laminate, Carpet",,Slab,,,,,,,Central Electric,,,,,,493C,,UNIT 27 .0416 INT COMMON LAND & ELE WOODLAND PARK CONDO,Exclusive Right to Sell/Lease,149900,For Sale,16x10,,Courtyard,,41537471 (HAR),"Exterior Building, Grounds",$ 224 / MONTHLY,Heights/Greater Heights,,,,,"$255,707",$0.00,"44,736",,"1,560",1984,Yes,,,,$215 - $692 K,,No/$0,Electric Oven,http://www.har.com/2737-houston-ave-27/sale_41537471,Unassigned Parking,,,,0.0,No,,Townhouse / Condo,,Electric Cooktop,Composition,,10,TX,,1,,Traditional,Woodland Park Condo View subdivision price trend,WOODLAND PARK,2.52856,"$1,164/2016",27,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",1970   / Appraisal District,77009,5933372ee2bac83b34e52c01,,,
32,,14X12,,12X11,,15X14,,,,4602 Hershe St,,,1.49,2.83,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,304121(m²)  /Appraisal District",,Houston,,,,Central Electric,FORMICA,Harris County,77020,,12X11,Yes,,,Porch,Cement Board,,,"Cash Sale, Conventional, FHA",,Laminate,,Pier & Beam,,,,,1 / Detached,No,Central Gas,,,,,,494F,22X12,LT 1 BLK 110 AUGUSTA,Exclusive Right to Sell/Lease,139900,For Sale,12X12,,Corner,"5,000 Sqft.465(m²)  /Appraisal District",35010514 (HAR),,No/$0,Denver Harbor,,,Master Bath Shower Only,,"$38,682",$0.00,"5,000",,"1,056",1936,Yes,,,,$26 - $72 K,,No/$0,,http://www.har.com/4602-hershe-st/sale_35010514,,,,,0.0,No,,Single Family,,Gas Range,Composition,,154,TX,,1,,Traditional,Augusta View subdivision price trend,AUGUSTA,2.52856,$884/2016,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1938   / Appraisal District,77020,5933372ee2bac83b34e52c02,,,
33,,14x16,,14x12,,,,,,742 E 40th 1/2 St,,,1.34,2.68,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),8x10,81275(m²)  /Appraisal District,,Houston,No,,,Window Units,laminate,Harris County,77022,12x16,,No,No,,Back Yard,Brick & Wood,,,Cash Sale,,Wood,,Block & Beam,North,,,Additional Parking,,No,Central Gas,,,,,,453N,8x14,LT 11 BLK 24 WHITNEY PLACE SEC 2,Exclusive Right to Sell/Lease,149990,For Sale,,,Cleared,"5,460 Sqft.507(m²)  /Appraisal District",52532396 (HAR),,No/$0,Northwest Houston,,,Master With Tub,,"$54,849",,"5,460",$91.46,"1,120",1948,No,,,,$36 - $87 K,,No/$0,Gas Oven,http://www.har.com/742-e-40th-1_2-st/sale_52532396,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,1 Living Area,391,TX,,1,,Colonial,Whitney Place Sec 02 View subdivision price trend,WHITNEY PLACE,2.53516,"$1,256/2015",,,,,,,,,,,,,,Utility Rm in House,,,,Public Water,1950   / Appraisal District,77022,5933372ee2bac83b34e52c03,,,
34,,12X14,,10x12,,10X12,,,Driveway Gate,428 Neyland St,,,1.37,2.62,,,,,,,,,,1 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,283119(m²)  /Appraisal District",,Houston,,,,Central Electric,lamaint,Harris County,77022,,10x14,,,,,Wood,,,Cash Sale,,Laminate,,Slab,North,,,Driveway Gate,1 / Detached,No,Central Gas,,,,,,453J,,LT 5 BLK 2 WILLADALE SEC 2,Exclusive Right to Sell/Lease,149990,For Sale,,,Subdivision Lot,"7,500 Sqft.697(m²)  /Appraisal District",81351313 (HAR),,No/$0,Northwest Houston,,,Half Bath,,"$56,969",$0.00,"5,005",,"1,096",1948,,,,,$35 - $96 K,,No/$0,,http://www.har.com/428-neyland-st/sale_81351313,,,,,0.0,No,,Single Family,,Gas Range,Composition,,111,TX,,1,,Colonial,Willadale Sec 02 View subdivision price trend,WILLADALE,2.57065,"$1,542/2015",,,,,,,,,,,,,,Utility Rm in House,,,,Public Water,1948   / Appraisal District,77022,5933372ee2bac83b34e52c04,,,
35,,10x15,,,,,,,,767 Worthshire St,"Electric Dryer Connection, Washer Connections",Yes,2.11,1.87,,,,,,,,,,1 Full  & 1Half Bath(s),,1 Bedroom(s),,94488(m²)  /Appraisal District,,Houston,,,,Central Electric,,Harris County,77008,,12x7,,,,Clubhouse,Brick Veneer,5x9,,"Cash Sale, Conventional, FHA, VA",1 / Wood Burning Fireplace,,,Slab,South,,,,,,Central Electric,,,,,,492C,11x10,UNIT 5 BLDG 3 HIDDEN LAKE SEC 3,Exclusive Right to Sell/Lease,155000,For Sale,13x12,,,"1,589 Sqft.148(m²)  /Appraisal District",76131281 (HAR),Other,$ 302 / MONTHLY,Timbergrove/Lazybrook,,,,,"$178,349",,"1,537",$152.12,"1,271",1979,,,,,$146 - $214 K,,Yes/$220/transfer fee/200/resale cert.,Electric Oven,http://www.har.com/767-worthshire-st/sale_76131281,,,,,0.0,No,,Townhouse / Condo,,Electric Range,Composition,,0,TX,,2,,Traditional,Hidden Lake View subdivision price trend,HIDDEN LAKE,2.52856,"$3,710/2016",,,,,,,,,,,,,,,,Yes,,Public Water,1979   / Appraisal District,77008,5933372ee2bac83b34e52c05,,,
36,,20x17,,10x10,,10x13,,,,92 Fichter St,,,1.35,2.63,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,620150(m²)  /Appraisal District",,Houston,,Washer Connections,,Central Electric,,Harris County,77022,,,,Yes,,"Storage Shed, Back Yard, Back Yard Fenced",Wood,,,"Cash Sale, Conventional, FHA",,,,"Pier & Beam, Slab",North,,,,,No,Central Gas,,,,,,453F,9x14,LTS 3 & 4 BLK 14 ELMWOOD,Exclusive Right to Sell/Lease,159000,For Sale,13x22,,Subdivision Lot,"11,500 Sqft.1,068(m²)  /Appraisal District",39908644 (HAR),,No/$0,Northwest Houston,,,Tub with Shower,,"$68,005",,"5,750",$73.60,"1,152",1948,,,,,$53 - $96 K,,No/$0,Gas Oven,http://www.har.com/92-fichter-st/sale_39908644,,,,,0.0592,No,,Single Family,,Gas Range,Composition,Breakfast Room,274,TX,,1,,Traditional,Elmwood View subdivision price trend,ELMWOOD,2.52856,"$2,266/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1947   / Appraisal District,77022,5933372ee2bac83b34e52c06,,,
37,,15x10,,11x11,,,,,,750 Worthshire St #0,"Electric Dryer Connection, Full Size, Washer Connections",Yes,2.11,1.87,,,,,,,,,,2 Full  & 1Half Bath(s),,2 Bedroom(s),,"1,296120(m²)  /Appraisal District",Attached & Detached,Houston,No,,,Central Electric,Laminate,Harris County,77008,,11x11,No,No,,"Patio/Deck, Balcony, Back Yard",Brick & Wood,,,Cash Sale,1 / Wood Burning Fireplace,"Tile, Carpet",Yes,Slab,,,,,,,Central Electric,,,,,"Breakfast Bar, Tile",492C,8x7,UNIT 1 BLDG 5 HIDDEN LAKE SEC 3,Exclusive Right to Sell/Lease,159000,For Sale,17x16,,On Corner,"1,646 Sqft.153(m²)  /Appraisal District",35024257 (HAR),"Cable TV, Exterior Building, Grounds, Recreational Facilities",$ 302 / MONTHLY,Timbergrove/Lazybrook,,,Master Bath Shower Only,,"$178,349",,"1,537",$152.12,"1,271",1979,No,,,,$146 - $214 K,,Yes/$302/Transfer Fee,Freestanding Oven,http://www.har.com/750-worthshire-st-0/sale_35024257,"Assigned Parking, Additional Parking",,,,0.0422,No,,Townhouse / Condo,,Freestanding Range,Composition,"Breakfast Room, Den",0,TX,,2,,Traditional,Hidden Lake View subdivision price trend,HIDDEN LAKE,2.53516,"$4,583/2016",0,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",1979   / Appraisal District,77008,5933372ee2bac83b34e52c07,,,
38,,11x17,,11x11,,11x11,,,,5207 Barrett St,,No,1.52,2.90,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,321123(m²)  /Appraisal District",,Houston,No,,,Central Electric,Granite,Harris County,77022,,,Yes,,"Ceiling Fans, Energy Star Appliances",,Cement Board,,,"Cash Sale, Conventional, FHA, VA, USDA Loan",,Wood,,Block & Beam,East,,,,,No,Central Gas,,,,,"Refrigerator Included, Drapes/Curtains/Window Cover",453E,,TR 113B GARDEN ACRES,Exclusive Agency to Sell/Lease,159000,For Sale,,,Subdivision Lot,"7,200 Sqft.669(m²)  /Appraisal District",87959509 (HAR),,No/$0,Northwest Houston,,,Master Bath Shower Only,,"$93,488",,"20,051",$73.12,"1,340",1945,No,,,,$57 - $152 K,,No/$0,Gas Oven,http://www.har.com/5207-barrett-st/sale_87959509,,,,,0.0914,No,,Single Family,,Freestanding Range,Composition,Kitchen/Dining Combo,84,TX,,1,,Traditional,GARDEN ACRES EXT View subdivision price trend,GARDEN ACRES,2.52923,"$1,720/2011",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1950   / Appraisal District,77022,5933372ee2bac83b34e52c08,,,
39,,26x13,,11x11,,11x11,,,Driveway Gate,6607 Victoria St,,No,1.27,2.62,,,,,,,,,,1 Full  Bath(s),,3 Bedroom(s),,"1,464136(m²)  /Appraisal District",Detached Carport,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,tile,Harris County,77020,17x11,,No,No,Ceiling Fans,"Workshop, Detached Gar. Apt./Quarters, Covered Patio/Deck, Back Yard Fenced",Unknown,,,"Cash Sale, Conventional",,Wood,,Block & Beam,South,,Yes,"Additional Parking, Driveway Gate",,No,Central Gas,,,,,,494D,11x7,LTS 39 & 40 BLK 33 HARBOR HOMESITE,Exclusive Right to Sell/Lease,160000,For Sale,,,Subdivision Lot,"5,000 Sqft.465(m²)  /Appraisal District",48429146 (HAR),,No/$0,Denver Harbor,,,,,"$53,767",,"5,000",$42.19,"1,080",1948,No,,,,$37 - $85 K,,No/$0,Gas Oven,http://www.har.com/6607-victoria-st/sale_48429146,,,,,0.0,No,,Single Family,Yes,Gas Range,Composition,"1 Living Area, Breakfast Room, Quarters/Guest House,",600,TX,,1,,Traditional,Harbor Homesite View subdivision price trend,HARBOR HOMESITE,2.52856,"$2,347/2016",,,,,,,,,,,,,,Utility Rm in House,21x9,,,"Public Sewer, Public Water",1956   / Appraisal District,77020,5933372ee2bac83b34e52c09,,,
40,,10x10,,10x10,,,,,,5005 S Hardy Street,,No,1.52,2.97,,,,,,,,,,,,2 Bedroom(s),,"1,120104(m²)  /Appraisal District",,Houston,No,,,Window Units,None,Harris County,77009,,,No,No,,,Wood,,,,,,,Block & Beam,East,,,Single-Wide Driveway,"1 / Oversized, Detached",No,Central Gas,,,,,,453V,,LT 8 BLK 149,Exclusive Right to Sell/Lease,160000,For Sale,15X15,,Cleared,"5,000 Sqft.465(m²)  /Appraisal District",29914892 (HAR),,No/$0,Northside,,,,,"$81,588",,"5,000",$97.66,"1,076",1945,No,,,,$52 - $142 K,,No/$0/0,,http://www.har.com/5005-s-hardy-street/sale_29914892,,,,,0.0,No,,Single Family,,,Composition,,"1,294",TX,,1,,Contemporary/Modern,Ryon View subdivision price trend,RYON,2.5352,"$1,470/2015",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1935   / Appraisal District,77009,5933372ee2bac83b34e52c0a,,,
41,,16X14,,,,,,,,743 Worthshire St #2,,Yes,2.11,1.87,,,,,,,,,,1 Full  & 1Half Bath(s),,1 Bedroom(s),,94488(m²)  /Appraisal District,Detached Carport,Houston,No,,,Central Electric,,Harris County,77008,,12X10,Yes,Yes,Ceiling Fans,"Balcony, Clubhouse, Front Green Space, Back Green Space",Brick Veneer,,,"Cash Sale, Conventional",1 / Wood Burning Fireplace,"Tile, Carpet",,Slab,,,,,,,Central Electric,,,,,Tile,,9X8,UNIT 2 BLDG 1 HIDDEN LAKE SEC 3,Exclusive Right to Sell/Lease,160000,For Sale,18X13,,Ravine/Bayou,"1,605 Sqft.149(m²)  /Appraisal District",377763 (HAR),"Grounds, Recreational Facilities, Clubhouse",$ 302 / MONTHLY,Timbergrove/Lazybrook,,,"Tub with Shower, Half Bath",,"$178,349",,"1,537",$152.12,"1,271",1979,Yes,,,,$146 - $214 K,,No/$180-buyer pays transfer fee,Electric Oven,http://www.har.com/743-worthshire-st-2/sale_377763,Assigned Parking,,,,0.0476,No,,Townhouse / Condo,,Electric Range,Composition,"1 Living Area, Living Area - 1st Floor",0,TX,,2,,Traditional,Hidden Lake Sec 03 View subdivision price trend,HIDDEN LAKE,2.53516,"$3,761/2015",2,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",1979   / Appraisal District,77008,5933372ee2bac83b34e52c0b,,,
42,,26x13,,11x11,,11x11,,,Driveway Gate,6607 Victoria St,,No,1.27,2.62,,,,,,,,,,1 Full  Bath(s),,3 Bedroom(s),,"1,464136(m²)  /Appraisal District",Detached Carport,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,tile,Harris County,77020,17x11,,No,No,Ceiling Fans,"Workshop, Detached Gar. Apt./Quarters, Covered Patio/Deck, Back Yard Fenced",Unknown,,,"Cash Sale, Conventional",,Wood,,Block & Beam,South,,Yes,"Additional Parking, Driveway Gate",,No,Central Gas,,,,,,494D,11x7,LTS 39 & 40 BLK 33 HARBOR HOMESITE,Exclusive Right to Sell/Lease,160000,For Sale,,,Subdivision Lot,"5,000 Sqft.465(m²)  /Appraisal District",48429146 (HAR),,No/$0,Denver Harbor,,,,,"$53,767",,"5,000",$42.19,"1,080",1948,No,,,,$37 - $85 K,,No/$0,Gas Oven,http://www.har.com/6607-victoria-st/sale_48429146,,,,,0.0,No,,Single Family,Yes,Gas Range,Composition,"1 Living Area, Breakfast Room, Quarters/Guest House,",600,TX,,1,,Traditional,Harbor Homesite View subdivision price trend,HARBOR HOMESITE,2.52856,"$2,347/2016",,,,,,,,,,,,,,Utility Rm in House,21x9,,,"Public Sewer, Public Water",1956   / Appraisal District,77020,5933372ee2bac83b34e52c0c,,,
43,,10x10,,10x10,,,,,,5005 S Hardy Street,,No,1.52,2.97,,,,,,,,,,,,2 Bedroom(s),,"1,120104(m²)  /Appraisal District",,Houston,No,,,Window Units,None,Harris County,77009,,,No,No,,,Wood,,,,,,,Block & Beam,East,,,Single-Wide Driveway,"1 / Oversized, Detached",No,Central Gas,,,,,,453V,,LT 8 BLK 149,Exclusive Right to Sell/Lease,160000,For Sale,15X15,,Cleared,"5,000 Sqft.465(m²)  /Appraisal District",29914892 (HAR),,No/$0,Northside,,,,,"$81,588",,"5,000",$97.66,"1,076",1945,No,,,,$52 - $142 K,,No/$0/0,,http://www.har.com/5005-s-hardy-street/sale_29914892,,,,,0.0,No,,Single Family,,,Composition,,"1,294",TX,,1,,Contemporary/Modern,Ryon View subdivision price trend,RYON,2.5352,"$1,470/2015",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1935   / Appraisal District,77009,5933372ee2bac83b34e52c0d,,,
44,,16X14,,,,,,,,743 Worthshire St #2,,Yes,2.11,1.87,,,,,,,,,,1 Full  & 1Half Bath(s),,1 Bedroom(s),,94488(m²)  /Appraisal District,Detached Carport,Houston,No,,,Central Electric,,Harris County,77008,,12X10,Yes,Yes,Ceiling Fans,"Balcony, Clubhouse, Front Green Space, Back Green Space",Brick Veneer,,,"Cash Sale, Conventional",1 / Wood Burning Fireplace,"Tile, Carpet",,Slab,,,,,,,Central Electric,,,,,Tile,,9X8,UNIT 2 BLDG 1 HIDDEN LAKE SEC 3,Exclusive Right to Sell/Lease,160000,For Sale,18X13,,Ravine/Bayou,"1,605 Sqft.149(m²)  /Appraisal District",377763 (HAR),"Grounds, Recreational Facilities, Clubhouse",$ 302 / MONTHLY,Timbergrove/Lazybrook,,,"Tub with Shower, Half Bath",,"$178,349",,"1,537",$152.12,"1,271",1979,Yes,,,,$146 - $214 K,,No/$180-buyer pays transfer fee,Electric Oven,http://www.har.com/743-worthshire-st-2/sale_377763,Assigned Parking,,,,0.0476,No,,Townhouse / Condo,,Electric Range,Composition,"1 Living Area, Living Area - 1st Floor",0,TX,,2,,Traditional,Hidden Lake Sec 03 View subdivision price trend,HIDDEN LAKE,2.53516,"$3,761/2015",2,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",1979   / Appraisal District,77008,5933372ee2bac83b34e52c0e,,,
45,,10X12,,10x10,,,,,Driveway Gate,1880 White Oak Dr #176,"Washer Included, Dryer Included, Refrigerator",Yes,1.53,1.91,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,81275(m²)  /Appraisal District,Detached Carport,Houston,No,,,Central Electric,Formica,Harris County,77009,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat","Fenced, Storage",Cement Board,,,VA,1 / Wood Burning Fireplace,"Tile, Wood, Carpet",,Slab,East,,,,,,Central Electric,,,,,"High Ceiling, Hollywood Bath",493B,10x8,TH 176 BLDG J .0040 INT COMMON LAND & ELE WHITE OAK CONDO PH,Exclusive Right to Sell/Lease,164000,For Sale,10X20,,On Corner,,29911539 (HAR),"Cable TV, Exterior Building, Limited Access Gates, Grounds, Insurance, Water and Sewer, Insurance Common Area",$ 267 / MONTHLY,Heights/Greater Heights,,,,,"$147,984",,"139,480",$196.26,812,1981,No,,,,$121 - $181 K,,Yes/$200.00,Electric Oven,http://www.har.com/1880-white-oak-dr-176/sale_29911539,Assigned Parking,,,,0.0493,No,,Townhouse / Condo,,Electric Cooktop,Composition,,0,TX,,1,,Traditional,White Oak Condo Ph 01 View subdivision price trend,WHITE OAK CONDO,2.53516,"$3,893/2016",176,,,,,,,,,,,,,,,Yes,,Public Water,1980   / Appraisal District,77009,5933372ee2bac83b34e52c0f,,,
46,,10X10,,10X10,,10X10,,,,704 Warner St,,,1.77,2.97,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,648153(m²)  /Appraisal District",,Houston,,,,Central Electric,,Harris County,77022,,,,,,,Wood,,,"Cash Sale, Conventional, FHA, Investor",,,,Block & Beam,,,,,,No,Central Gas,,,,,,453G,8X8,LT 17 BEDFORD PLACE U/R ABST 329 J T HARRELL,Exclusive Right to Sell/Lease,164900,For Sale,14X14,,Corner,"11,640 Sqft.1,081(m²)  /Appraisal District",44876346 (HAR),,No/$0,Northwest Houston,,,,,"$70,483",$0.00,"7,000",,"1,090",1954,,,,,$48 - $119 K,,No/$0,,http://www.har.com/704-warner-st/sale_44876346,,,,,0.1082,No,,Single Family,,,Composition,,35,TX,,1,,Traditional,BEDFORD PLACE View subdivision price trend,BEDFORD PLACE U/R ABST 329 J T HARRELL,2.52856,"$2,200/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1944   / Appraisal District,77022,5933372ee2bac83b34e52c10,,,
