1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Page_Link,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
,17x14,,17x11,,13x13,,,,5813 B Petty St,,No,2.99,2.95,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,266211(m_)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77007,,12x10,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, HVAC>13 SEER, Insulation - Batt",Patio/Deck,"Wood, Brick Veneer, Cement Board, Stucco",,,"Cash Sale, Conventional, FHA",,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,No,Central Gas,,,,,"2 Staircases, Alarm System - Owned, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",492B,14x14,LT 2 BLK 1 Colina Homes On Petty Street,Exclusive Agency to Sell/Lease,379900,For Sale,,,Patio Lot,,98436341 (HAR),,No/$0,Cottage Grove,,,"Double Sinks, Master Bath + Separate Shower",,"$363,000",,"2,688",$170.68,"2,283",2007,Yes,,,,$194 - $486 K,,No/$0,Gas Oven,http://www.har.com/5813-b-petty-st/sale_98436341,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Kitchen/Dining Combo, Living Area - 2nd Floor,","1,149",TX,,3,,Contemporary/Modern,COTTAGE GROVE View subdivision price trend,COTTAGE GROVE,,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e52e3e,,,
,15x14,,15x12,,14x10,,,,1211 Birdsall St Unit B,,No,3.67,3,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,560238(m_)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77007,,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Energy Star Appliances",,"Cement Board, Stucco",,,,1 / Gaslog Fireplace,"Wood, Slate",,Slab,,,,"Additional Parking, Double-Wide Driveway",2 / Attached,No,Central Gas,,,,,Alarm System - Owned,492G,19x11,LT 5 BLK 1 BIRDSALL PLACE II AMEND,Exclusive Agency to Sell/Lease,379900,For Sale,18x12,,Other,"1,972 Sqft.183(m_)  /Appraisal District",45180740 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$385,431",$0.00,"1,601",,"2,328",2004,Yes,,,,$336 - $445 K,,No/$0,Gas Oven,http://www.har.com/1211-birdsall-st-unit-b/sale_45180740,,,,,0.0256,No,,Single Family,,Freestanding Range,Composition,"Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor,",9,TX,,3,,"Contemporary/Modern, Traditional",Birdsall Place II View subdivision price trend,BIRDSALL PLACE,2.52856,"$11,269/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2004   / Appraisal District,77007,5933372ee2bac83b34e52e3f,,,
,15x13,,13x11,,13x12,,,,3307 Baer St,,,1.31,2.63,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,374221(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77020,,12x7,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt","Patio/Deck, Rooftop Deck, Rooftop Deck",Cement Board,,,"Cash Sale, Conventional, Investor",,"Tile, Wood, Carpet",,Slab,South,,,,2 / Attached,No,Central Gas,,,,,"Alarm System - Leased, High Ceiling, Prewired for Alarm System, Fire/Smoke Alarm",,12x12,LT 3 BLK 1 MANORS ON BAER STREET,Exclusive Right to Sell/Lease,379900,For Sale,20x16,,"Subdivision Lot, Patio Lot","1,400 Sqft.130(m_)  /Appraisal District",48548454 (HAR),,No/$0,Denver Harbor,,,"Double Sinks, Master Bath + Separate Shower",,"$78,302",$0.00,"3,200",,920,1930,Yes,,,,$43 - $104 K,,No/$0,Electric Oven,http://www.har.com/3307-baer-st/sale_48548454,,,,,0,No,,Single Family,,Gas Range,"Composition, Other","1 Living Area, Living Area - 2nd Floor",35,TX,,3,,Contemporary/Modern,Swiney View subdivision price trend,SWINEY,,,,,,,,,,,,,,,,Utility Room 3rd Floor,25x20,,,"Public Sewer, Public Water",2017   / Appraisal District,77020,5933372ee2bac83b34e52e40,,,
,19x16,,22x15,,16x11,,,"Driveway Gate, Automatic Driveway Gate",423 Quitman St,"Electric Dryer Connection, Gas Dryer Connections, Washer Connections",No,1.67,2.79,"$1,316",$1.08,"$212,181",,$136.24,,"1,666",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,354219(m_)  /Builder",,Houston,No,,,Central Electric,,Harris County,,,24x23,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER","Patio/Deck, Rooftop Deck, Controlled Access, Rooftop Deck",Other,,,,,"Tile, Wood, Carpet",,Slab,South,,,,2 / Attached,,Central Gas,82,424,,,"2 Staircases, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",493C,,LT 5 BLK 1 QUITMAN TERRACE,Exclusive Right to Sell/Lease,379900,For Sale,24x23,,Other,"1,665 Sqft.155(m_)  /Appraisal District",38707334 (HAR),,No/$0,Northside,Northside,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/423-quitman-st/sale_38707334,"Additional Parking, Auto Garage Door Opener, Unassigned Parking",,,,0,No,,Townhouse / Condo,,Gas Range,Composition,"1 Living Area, Formal Dining, Living Area - 2nd Floor,",,TX,,3,,Contemporary/Modern,Quitman Terrace,,2.52856,"$2,512/2016",,,,,,,,,,,,,,,,Yes,,Other Water/Sewer,2016   / Builder,77009,5933372ee2bac83b34e52e41,,,
,16x15,,12x11,,12x10,,,Automatic Gate,1510 Beall St,,No,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,004186(m_)  /Builder",,Houston,No,Washer Connections,,Central Electric,,Harris County,77008,,9x12,Yes,Yes,Energy Star/Reflective Roof,,Cement Board,,,,,Wood,,Pier & Beam,,,,,2 / Attached,Yes,Central Gas,,,,,Alarm System - Owned,,12x9,Lot 3 Block 1,Exclusive Right to Sell/Lease,379900,For Sale,19x16,,Patio Lot,,42849104 (HAR),,$ 1800 / ANNUALLY,Heights/Greater Heights,,,Whirlpool/Tub,,"$336,743",,"7,685",$167.83,"1,368",1950,Yes,,,,$188 - $529 K,,No/$0,Freestanding Oven,http://www.har.com/1510-beall-st/sale_42849104,,,,,0,No,,Single Family,,Gas Range,Composition,1 Living Area,449,TX,,3,,Contemporary/Modern,Beall/West 15th View subdivision price trend,SHADY ACRES,,,,,,,,,,,,,,,,Utility Rm in House,,,,Public Water,2017   / Builder,77008,5933372ee2bac83b34e52e42,,,
,13X18,,12X12,,10X18,10X12,,,1813 A Elysian,,,1.49,3.01,,,,,,,,,,3 Full  & 1Half Bath(s),,4 Bedroom(s),,"2,471230(m_)  /Builder",,Houston,,"Electric Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77009,8X15,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, Insulation - Batt, Insulation - Other, Other Energy Features","Back Green Space, Back Yard Fenced","Cement Board, Stone, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,East,,,Auto Garage Door Opener,2 / Attached,No,Central Electric,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",493H,11X15,"LT 8, BLK 12",Exclusive Right to Sell/Lease,379900,For Sale,17X19,,Cleared,,34038814 (HAR),,No/$0,Northside,,,"Double Sinks, Master Bath + Separate Shower, Half Bath",,"$63,718",$0.00,"4,650",,"1,304",1920,Yes,,,,$44 - $115 K,,No/$0,Electric Oven,http://www.har.com/1813-a-elysian/sale_34038814,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, DEN, Gameroom Up,",93,TX,,3,,Contemporary/Modern,Cascara View subdivision price trend,CASCARA,,,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2016   / Builder,77009,5933372ee2bac83b34e52e43,,,
,13x14,,11x12,,,,,,620 Graceland St,,,1.62,2.76,,,,,,,,,,2 Full  Bath(s),,2 Bedroom(s),,"1,324123(m_)  /Appraisal District",Attached Carport,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,granite,Harris County,77009,,11x13,Yes,,Ceiling Fans,Partially Fenced,Brick & Wood,,,,,"Tile, Wood",,Block & Beam,North,,,Additional Parking,,No,Central Gas,,,,,"Breakfast Bar, Dryer Included, Refrigerator Included, Washer Included, Drapes/Curtains/Window Cover",453U,7x10,LT 9 & TR 8A BLK 15 LINDALE PARK SEC 3,Exclusive Right to Sell/Lease,379900,For Sale,16x18,,Subdivision Lot,"6,699 Sqft.622(m_)  /Appraisal District",89848804 (HAR),,No/$0,Northside,,,"Master Bath Shower Only, Tub with Shower",,"$198,786",,"7,950",$178.15,"1,406",1940,,,,,$148 - $275 K,,No/$0,Electric Oven,http://www.har.com/620-graceland-st/sale_89848804,,,,,0.012,No,,Single Family,,Gas Cooktop,Composition,"Formal Dining, Formal Living","1,093",TX,,1,,Traditional,Lindale Park Sec 03 View subdivision price trend,LINDALE PARK,2.53516,"$4,404/2015",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1941   / Appraisal District,77009,5933372ee2bac83b34e52e44,,,
,18X17,,13X12,,12X12,,,Driveway Gate,1116 Birdsall St,"Washer Included, Dryer Included",No,4,3,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,286212(m_)  /Appraisal District",,Houston,No,,,Central Electric,Granite,Harris County,77007,,13X12,Yes,Yes,"Attic Vents, Ceiling Fans",,Brick & Wood,,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood",,Slab,North,,,,2 / Attached,,Central Gas,,,,,"High Ceiling, Fire/Smoke Alarm",492G,16X15,LT 2 BLK 1 EXTENSION WATERFORD ON WOODCREST R/P &,Exclusive Right to Sell/Lease,379900,For Sale,15X16,,,"1,602 Sqft.149(m_)  /Appraisal District",31314939 (HAR),,No/$0,Rice Military/Washington Corridor,,,Master Bath + Separate Shower,,"$359,000",$0.00,"1,820",,"2,268",2002,Yes,,,,$319 - $412 K,,No/$0,Electric Oven,http://www.har.com/1116-birdsall-st/sale_31314939,,,,,0,No,,Townhouse / Condo,,Gas Range,Composition,,9,TX,,3,,Traditional,Waterford On Woodcrest R P & View subdivision price trend,WATERFORD ON WOODCREST,2.52856,"$10,236/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2001   / Appraisal District,77007,5933372ee2bac83b34e52e45,,,
,14x13,,11x12,,13x10,,,Intercom,2348 Commerce,"Electric Dryer Connection, Gas Dryer Connections, Full Size, Washer Connections",No,2.06,2.57,"$1,706",$1.16,"$318,211",,$214.57,,"1,695",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,080193(m_)  /Builder",,Houston,No,,,Central Electric,Granite in Kitchen,Harris County,,,15x10,Yes,Yes,"Insulated/Low-E windows, Insulation - Batt","Balcony, Fenced, Back Yard, Rooftop Deck, Rooftop Deck","Cement Board, Stucco",,,"Conventional, FHA",,"Concrete, Tile, Wood, Carpet",,"Other, Slab",South,,,,2 / Attached,,Central Gas,107,321,,,"2 Staircases, High Ceiling, Intercom System, Island Kitchen, Prewired for Alarm System, Tile",493R,,"Lot 48, Block 2",Exclusive Right to Sell/Lease,379900,For Sale,15x16,Yes,,,85610714 (HAR),"Limited Access Gates, Grounds, Water and Sewer",$ 1220 / ANNUALLY,East End Revitalized,East End Revitalized,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/2348-commerce/sale_85610714,"Additional Parking, Auto Garage Door Opener",,,,0,No,,Townhouse / Condo,,Gas Range,Other,"Loft, Living Area - 2nd Floor",,TX,,3,,Contemporary/Modern,Lofts on Commerce,,2.529,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",,77003,5933372ee2bac83b34e52e46,,,
,13x11,,12x11,,16x13,,,Automatic Gate,1426 W A 21st St,,No,4,3,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,892176(m_)  /Appraisal District",,Houston,,"Electric Dryer Connections, Washer Connections",,"Central Electric, Zoned",Granite,Harris County,77008,,14X10,Yes,Yes,"Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, Insulation - Blown Fiberglass",,Stucco,,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Pier & Beam,North,,,,2 / Attached,Yes,Central Gas,,,,,"Alarm System - Owned, Dryer Included, High Ceiling, Island Kitchen, Refrigerator Included, Fire/Smoke Alarm, Washer Included, Drapes/Curtains/Window Cover",452T,13x11,LT 1 BLK 1 SEVILLAS OF SHADY ACRES SEC 2,Exclusive Right to Sell/Lease,379990,For Sale,14X13,,Patio Lot,"1,799 Sqft.167(m_)  /Appraisal District",14948474 (HAR),,$ 1000 / ANNUALLY,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$379,679",$0.00,"1,825",,"1,936",2007,Yes,,,,$303 - $398 K,,No/$0,Gas Oven,http://www.har.com/1426-w-a-21st-st/sale_14948474,,,,,0.0257,No,,Single Family,,Gas Range,Composition,"Living/Dining Combo, Living Area - 2nd Floor",30,TX,,3,,Mediterranean,Sevillas/Shady Acres Sec 02 View subdivision price trend,SEVILLAS/SHADY ACRES,2.52856,"$9,388/2016",,,,,,,,,,,,,,Utility Room 3rd Floor,5X3,,,"Public Sewer, Public Water",2006   / Appraisal District,77008,5933372ee2bac83b34e52e47,,,
,,,,,,,,,710 Cordell St,,,1.69,2.71,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,889175(m_)  /Appraisal District",,Houston,,,,No Cooling/Vent,,Harris County,77009,,,,,,,Unknown,,,Cash Sale,,,,Block & Beam,,,,,1 / Detached,No,No Heating,,,,,,453X,,LT 1 BLK 68 BROOKE SMITH,Exclusive Right to Sell/Lease,380000,For Sale,,,Corner,"5,000 Sqft.465(m_)  /Appraisal District",26344170 (HAR),,No/$0,Heights/Greater Heights,,,,,"$238,409",,"5,000",$236.32,"1,204",1926,,,,,$154 - $445 K,,No/$0,,http://www.har.com/710-cordell-st/sale_26344170,,,,,0,No,,Single Family,,,Composition,,803,TX,,2,,Traditional,Brooke Smith View subdivision price trend,BROOKE SMITH,2.52856,"$4,657/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1920   / Appraisal District,77009,5933372ee2bac83b34e52e48,,,
,18x14,,14x10,,14x10,,,,4640 Cornish St,,No,3.2,3,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,085194(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,"Granite, Marble",Harris County,77007,,13x10,Yes,Yes,Ceiling Fans,Back Yard Fenced,"Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,South,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Prewired for Alarm System",492H,15x13,LT 7 BLK 1 VILLAS ON SHEPHERD SEC 2,Exclusive Right to Sell/Lease,380000,For Sale,18x15,,Patio Lot,"2,794 Sqft.260(m_)  /Appraisal District",49986654 (HAR),,No/$0,Cottage Grove,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$357,378",$0.00,"2,500",,"2,082",2013,Yes,,,,$312 - $385 K,,No/$0,Freestanding Oven,http://www.har.com/4640-cornish-st/sale_49986654,,,,,0,No,,Single Family,,"Freestanding Range, Gas Range",Composition,Living/Dining Combo,20,TX,,2,,Traditional,1/Villas/Shepherd Sub Sec 2 View subdivision price trend,1/VILLAS/SHEPHERD SUB,2.52856,"$9,394/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2013   / Appraisal District,77007,5933372ee2bac83b34e52e49,,,
,14x11,,12x11,,,,,,826 W 31st St,,No,2.25,3,,,,,,,,,,1 Full  & 1Half Bath(s),,2 Bedroom(s),,"1,316122(m_)  /Appraisal District",Attached Carport,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,WHITE TILE,Harris County,77018,,12x10,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat, Insulation - Blown Cellulose","Patio/Deck, Storage Shed, Back Yard Fenced",Wood,19x9,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood",,Slab,West,,,,,Yes,Central Gas,,,,,"Alarm System - Owned, Fire/Smoke Alarm",452Q,11x10,LT 10 BLK 17 GARDEN OAKS SEC 1,Exclusive Agency to Sell/Lease,380000,For Sale,21x13,,Subdivision Lot,"11,040 Sqft.1,026(m_)  /Appraisal District",81255123 (HAR),,$ 25 / ANNUALLY,Oak Forest East Area,,,Tub with Shower,,"$406,929",,"11,820",$214.69,"1,822",1945,Yes,,,,$288 - $759 K,,Yes/$.75%,Gas Oven,http://www.har.com/826-w-31st-st/sale_81255123,,,,,0.038,No,,Single Family,,Gas Range,Composition,"Den, Kitchen/Dining Combo","1,413",TX,,1,,Traditional,Garden Oaks 01 Sec 01 View subdivision price trend,GARDEN OAKS,2.52856,"$8,319/2016",,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",1950   / Appraisal District,77018,5933372ee2bac83b34e52e4a,,,
,14x12,,12x11,,11x10,,,,606 Sue St,,No,1.62,2.76,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),11x10,"2,536236(m_)  /Appraisal District",Attached Carport,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,granite,Harris County,77009,,12x10,Yes,Yes,Ceiling Fans,,"Brick & Wood, Brick Veneer",,,"Cash Sale, Conventional",,Wood,,Slab,,,Yes,,"2 / Attached/Detached, Detached",No,Central Gas,,,,,Breakfast Bar,453U,13x10,LT 14 & TR 13 BLK 19 LINDALE PARK SEC 3,Exclusive Right to Sell/Lease,380000,For Sale,19x12,,Subdivision Lot,"7,950 Sqft.739(m_)  /Appraisal District",29712504 (HAR),,No/$0,Northside,,,,,"$198,786",,"7,950",$178.15,"1,406",1940,Yes,,,,$148 - $275 K,,No/$0,Gas Oven,http://www.har.com/606-sue-st/sale_29712504,,,,,0.0104,No,,Single Family,Yes,"Freestanding Range, Gas Range",Composition,"1 Living Area, Breakfast Room, Garage Apartment, Quarters/Guest House,","1,093",TX,,1,,Traditional,Lindale Park Sec 03 View subdivision price trend,LINDALE PARK,2.53516,"$6,169/2016",,,,,,,,,,,,,,Utility Rm in Garage,,,,"Public Sewer, Public Water",1946   / Appraisal District,77009,5933372ee2bac83b34e52e4b,,,
,20x15,,12x12,,12x11,,,,5209 Blossom St  A,Refrigerator,No,3.27,2.93,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),8x8,"2,468229(m_)  /Appraisal District",,Houston,No,,,Central Electric,,Harris County,77007,,15x10,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans","Patio/Deck, Fenced","Brick Veneer, Cement Board",5x10,,"Cash Sale, Conventional, FHA",1 / Gaslog Fireplace,"Tile, Wood, Carpet",,Slab,East,,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, High Ceiling, Fire/Smoke Alarm, Tile, Drapes/Curtains/Window Cover, Hollywood Bath",492L,10x9,TR 24C-1 ABST 642 J REINERMAN,Exclusive Right to Sell/Lease,380000,For Sale,15x12,,"Courtyard, Cul-De-Sac","1,675 Sqft.156(m_)  /Appraisal District",18042224 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Tub with Shower, Whirlpool/Tub",,"$445,000",,"2,500",$197.44,"2,400",1999,Yes,,,,$278 - $725 K,,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/5209-blossom-st--a/sale_18042224,Auto Garage Door Opener,,,,0.025,No,,Townhouse / Condo,,"Freestanding Range, Gas Range",Composition,"1 Living Area, Breakfast Room, Formal Dining, Living/Dining Combo, Living Area - 2nd Floor,",341,TX,,3,,Traditional,Rice Military View subdivision price trend,RICE MILITARY,2.53516,"$10,344/2016",A,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",1999   / Appraisal District,77007,5933372ee2bac83b34e52e4c,,,
,10x11,,10x11,,,,,,2222 Wakefield Dr,,No,1.94,3,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,"1,091101(m_)  /Appraisal District",,Houston,No,"Gas Dryer Connections, Washer Connections",,"Central Electric, Central Gas",Quartz,Harris County,77018,13x10,,Yes,Yes,,,Brick Veneer,,,,,Vinyl,,Slab,South,,,,1 / Attached,No,"Central Electric, Central Gas",,,,,,451M,8x13,LT 44 BLK 6 OAK FOREST SEC 13,Exclusive Right to Sell/Lease,380000,For Sale,11x22,,Other,"7,105 Sqft.660(m_)  /Appraisal District",9050344 (HAR),,$20,Oak Forest East Area,,,,,"$297,378",,"7,428",$198.60,"1,483",1951,No,,,,$225 - $745 K,,No/$0,,http://www.har.com/2222-wakefield-dr/sale_9050344,,,,,0.1059,No,,Single Family,,,Composition,,"3,819",TX,,1,,Traditional,Oak Forest Sec 13 View subdivision price trend,OAK FOREST ( EAST ),2.52856,"$5,348/2016",,,,,,,,,,,,,,Utility Rm in Garage,,,,Public Sewer,1952   / Appraisal District,77018,5933372ee2bac83b34e52e4d,,,
,,,,,,,,,710 Cordell St,,,1.69,2.71,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,889175(m_)  /Appraisal District",,Houston,,,,No Cooling/Vent,,Harris County,77009,,,,,,,Unknown,,,Cash Sale,,,,Block & Beam,,,,,1 / Detached,No,No Heating,,,,,,453X,,LT 1 BLK 68 BROOKE SMITH,Exclusive Right to Sell/Lease,380000,For Sale,,,Corner,"5,000 Sqft.465(m_)  /Appraisal District",26344170 (HAR),,No/$0,Heights/Greater Heights,,,,,"$238,409",,"5,000",$236.32,"1,204",1926,,,,,$154 - $445 K,,No/$0,,http://www.har.com/710-cordell-st/sale_26344170,,,,,0,No,,Single Family,,,Composition,,803,TX,,2,,Traditional,Brooke Smith View subdivision price trend,BROOKE SMITH,2.52856,"$4,657/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1920   / Appraisal District,77009,5933372ee2bac83b34e52e4e,,,
,18x14,,14x10,,14x10,,,,4640 Cornish St,,No,3.2,3,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,085194(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,"Granite, Marble",Harris County,77007,,13x10,Yes,Yes,Ceiling Fans,Back Yard Fenced,"Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,South,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Prewired for Alarm System",492H,15x13,LT 7 BLK 1 VILLAS ON SHEPHERD SEC 2,Exclusive Right to Sell/Lease,380000,For Sale,18x15,,Patio Lot,"2,794 Sqft.260(m_)  /Appraisal District",49986654 (HAR),,No/$0,Cottage Grove,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$357,378",$0.00,"2,500",,"2,082",2013,Yes,,,,$312 - $385 K,,No/$0,Freestanding Oven,http://www.har.com/4640-cornish-st/sale_49986654,,,,,0,No,,Single Family,,"Freestanding Range, Gas Range",Composition,Living/Dining Combo,20,TX,,2,,Traditional,1/Villas/Shepherd Sub Sec 2 View subdivision price trend,1/VILLAS/SHEPHERD SUB,2.52856,"$9,394/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2013   / Appraisal District,77007,5933372ee2bac83b34e52e4f,,,
,14x11,,12x11,,,,,,826 W 31st St,,No,2.25,3,,,,,,,,,,1 Full  & 1Half Bath(s),,2 Bedroom(s),,"1,316122(m_)  /Appraisal District",Attached Carport,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,WHITE TILE,Harris County,77018,,12x10,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat, Insulation - Blown Cellulose","Patio/Deck, Storage Shed, Back Yard Fenced",Wood,19x9,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood",,Slab,West,,,,,Yes,Central Gas,,,,,"Alarm System - Owned, Fire/Smoke Alarm",452Q,11x10,LT 10 BLK 17 GARDEN OAKS SEC 1,Exclusive Agency to Sell/Lease,380000,For Sale,21x13,,Subdivision Lot,"11,040 Sqft.1,026(m_)  /Appraisal District",81255123 (HAR),,$ 25 / ANNUALLY,Oak Forest East Area,,,Tub with Shower,,"$406,929",,"11,820",$214.69,"1,822",1945,Yes,,,,$288 - $759 K,,Yes/$.75%,Gas Oven,http://www.har.com/826-w-31st-st/sale_81255123,,,,,0.038,No,,Single Family,,Gas Range,Composition,"Den, Kitchen/Dining Combo","1,413",TX,,1,,Traditional,Garden Oaks 01 Sec 01 View subdivision price trend,GARDEN OAKS,2.52856,"$8,319/2016",,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",1950   / Appraisal District,77018,5933372ee2bac83b34e52e50,,,
