,Distinction,Home,Index_Rating,School,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,_id,distinction_yes,index_1,index_2,index_3,index_4
100,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/743-worthshire-st-2/sale_377763,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",100,0.0,,,1.0,1.0,1.0,1.0,1.0
101,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/743-worthshire-st-2/sale_377763,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",101,0.0,,,1.0,1.0,1.0,1.0,1.0
102,['Math Distinction'],http://www.har.com/6607-victoria-st/sale_48429146,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Eliot Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",102,0.0,,,1.0,1.0,1.0,1.0,1.0
103,"['Math Distinction', 'Progress Distinction']",http://www.har.com/6607-victoria-st/sale_48429146,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  McReynolds Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",103,0.0,,,1.0,,1.0,1.0,1.0
104,[],http://www.har.com/6607-victoria-st/sale_48429146,['Met Index 2'],"
                  Wheatley High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",104,0.0,,,,,1.0,,
105,[],http://www.har.com/5005-s-hardy-street/sale_29914892,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jefferson Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",105,0.0,,,,1.0,1.0,1.0,1.0
106,[],http://www.har.com/5005-s-hardy-street/sale_29914892,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Marshall Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",106,0.0,,,,,1.0,1.0,1.0
107,[],http://www.har.com/5005-s-hardy-street/sale_29914892,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Davis High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",107,0.0,,,,,1.0,1.0,1.0
108,[],http://www.har.com/743-worthshire-st-2/sale_377763,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Love Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",108,0.0,,,,1.0,1.0,1.0,1.0
109,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/743-worthshire-st-2/sale_377763,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",109,0.0,,,1.0,1.0,1.0,1.0,1.0
110,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/743-worthshire-st-2/sale_377763,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",110,0.0,,,1.0,1.0,1.0,1.0,1.0
111,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1880-white-oak-dr-176/sale_29911539,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Travis Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",111,0.0,,,1.0,1.0,1.0,1.0,1.0
112,[],http://www.har.com/1880-white-oak-dr-176/sale_29911539,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",112,0.0,,,,1.0,1.0,1.0,1.0
113,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1880-white-oak-dr-176/sale_29911539,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",113,0.0,,,1.0,1.0,1.0,1.0,1.0
114,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'GAP Distinction']",http://www.har.com/704-warner-st/sale_44876346,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burbank Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",114,0.0,,,1.0,1.0,1.0,1.0,1.0
115,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/704-warner-st/sale_44876346,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burbank Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",115,0.0,,,1.0,1.0,1.0,1.0,1.0
116,"['Reading/ELA Distinction', 'Social Distinction']",http://www.har.com/704-warner-st/sale_44876346,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Houston Math Science And Technolog High . 09 - 12 . HOUSTON ISD
                  
                   
                ",116,0.0,,,1.0,,1.0,1.0,1.0
117,[],http://www.har.com/3813-fulton-st/sale_47119542,"['Met Index 2', 'Met Index 4']","
                  Martinez C Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",117,0.0,,,,,1.0,,1.0
118,[],http://www.har.com/3813-fulton-st/sale_47119542,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Marshall Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",118,0.0,,,,,1.0,1.0,1.0
119,[],http://www.har.com/3813-fulton-st/sale_47119542,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Davis High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",119,0.0,,,,,1.0,1.0,1.0
120,[],http://www.har.com/4443-castor-st/sale_93528481,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Kennedy Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",120,0.0,,,,1.0,1.0,1.0,1.0
121,"['Progress Distinction', 'Reading/ELA Distinction', 'Social Distinction', 'GAP Distinction']",http://www.har.com/4443-castor-st/sale_93528481,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Williams Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",121,0.0,,,1.0,1.0,1.0,1.0,1.0
122,[],http://www.har.com/4443-castor-st/sale_93528481,['Met Index 4'],"
                  Washington B T High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",122,0.0,,,,,,,1.0
123,[],http://www.har.com/762-worthshire-st/sale_34867213,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Love Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",123,0.0,,,,1.0,1.0,1.0,1.0
124,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/762-worthshire-st/sale_34867213,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",124,0.0,,,1.0,1.0,1.0,1.0,1.0
125,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/762-worthshire-st/sale_34867213,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",125,0.0,,,1.0,1.0,1.0,1.0,1.0
126,[],http://www.har.com/5502-gano-st/sale_17588082,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jefferson Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",126,0.0,,,,1.0,1.0,1.0,1.0
127,[],http://www.har.com/5502-gano-st/sale_17588082,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Marshall Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",127,0.0,,,,,1.0,1.0,1.0
128,[],http://www.har.com/5502-gano-st/sale_17588082,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Davis High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",128,0.0,,,,,1.0,1.0,1.0
129,[],http://www.har.com/4318-cornell-st/sale_43398549,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Kennedy Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",129,0.0,,,,1.0,1.0,1.0,1.0
130,"['Progress Distinction', 'Reading/ELA Distinction', 'Social Distinction', 'GAP Distinction']",http://www.har.com/4318-cornell-st/sale_43398549,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Williams Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",130,0.0,,,1.0,1.0,1.0,1.0,1.0
131,[],http://www.har.com/4318-cornell-st/sale_43398549,['Met Index 4'],"
                  Washington B T High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",131,0.0,,,,,,,1.0
132,"['Math Distinction', 'Progress Distinction']",http://www.har.com/309-clifton-st/sale_71622958,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burnet Elementary School Elementary . KG - 05 . HOUSTON ISD
                  
                   
                ",132,0.0,,,1.0,1.0,1.0,1.0,1.0
133,[],http://www.har.com/309-clifton-st/sale_71622958,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jackson Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",133,0.0,,,,,1.0,1.0,1.0
134,['Science Distinction'],http://www.har.com/309-clifton-st/sale_71622958,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Austin High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",134,0.0,,,1.0,1.0,1.0,1.0,1.0
135,"['Math Distinction', 'Progress Distinction']",http://www.har.com/140-n-milby-st/sale_31124719,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burnet Elementary School Elementary . KG - 05 . HOUSTON ISD
                  
                   
                ",135,0.0,,,1.0,1.0,1.0,1.0,1.0
136,[],http://www.har.com/140-n-milby-st/sale_31124719,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jackson Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",136,0.0,,,,,1.0,1.0,1.0
137,['Science Distinction'],http://www.har.com/140-n-milby-st/sale_31124719,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Austin High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",137,0.0,,,1.0,1.0,1.0,1.0,1.0
138,[],http://www.har.com/5502-gano-st/sale_17588082,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jefferson Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",138,0.0,,,,1.0,1.0,1.0,1.0
139,[],http://www.har.com/5502-gano-st/sale_17588082,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Marshall Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",139,0.0,,,,,1.0,1.0,1.0
140,[],http://www.har.com/5502-gano-st/sale_17588082,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Davis High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",140,0.0,,,,,1.0,1.0,1.0
141,[],http://www.har.com/4318-cornell-st/sale_43398549,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Kennedy Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",141,0.0,,,,1.0,1.0,1.0,1.0
142,"['Progress Distinction', 'Reading/ELA Distinction', 'Social Distinction', 'GAP Distinction']",http://www.har.com/4318-cornell-st/sale_43398549,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Williams Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",142,0.0,,,1.0,1.0,1.0,1.0,1.0
143,[],http://www.har.com/4318-cornell-st/sale_43398549,['Met Index 4'],"
                  Washington B T High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",143,0.0,,,,,,,1.0
144,"['Math Distinction', 'Progress Distinction']",http://www.har.com/309-clifton-st/sale_71622958,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burnet Elementary School Elementary . KG - 05 . HOUSTON ISD
                  
                   
                ",144,0.0,,,1.0,1.0,1.0,1.0,1.0
145,[],http://www.har.com/309-clifton-st/sale_71622958,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jackson Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",145,0.0,,,,,1.0,1.0,1.0
146,['Science Distinction'],http://www.har.com/309-clifton-st/sale_71622958,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Austin High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",146,0.0,,,1.0,1.0,1.0,1.0,1.0
147,"['Math Distinction', 'Progress Distinction']",http://www.har.com/140-n-milby-st/sale_31124719,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burnet Elementary School Elementary . KG - 05 . HOUSTON ISD
                  
                   
                ",147,0.0,,,1.0,1.0,1.0,1.0,1.0
148,[],http://www.har.com/140-n-milby-st/sale_31124719,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jackson Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",148,0.0,,,,,1.0,1.0,1.0
149,['Science Distinction'],http://www.har.com/140-n-milby-st/sale_31124719,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Austin High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",149,0.0,,,1.0,1.0,1.0,1.0,1.0
150,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction']",http://www.har.com/138-e-31st-1_2-st/sale_18473594,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burrus Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",150,0.0,,,1.0,1.0,1.0,1.0,1.0
